step,risk,HR,HRV,EDA
2,0.8555352912234147,87.43495338600165,44.34844790660667,31.760080288894358
3,0.5512021893494583,87.52209298678535,42.11996846001987,31.740090731169264
4,0.5253122461455862,87.88159343154402,37.73348928600207,31.838045436055502
5,0.442899061905377,87.85666854752976,36.184853557916654,32.08858218170696
6,0.1343466518011448,87.87880509535593,40.05929912977811,32.045954260229536
7,0.6745426601542001,88.04250817255941,27.630258871776146,32.31463924867709
8,0.5595973278108773,88.18175703670218,41.3102591839454,32.407125983199315
9,0.19561065415039758,88.17004459733745,47.24262855947537,32.41001679278873
10,0.08007594124686379,88.37199845694131,29.833024710491433,32.81038128717918
11,0.24786078698221725,88.26184927961273,41.680976916219635,32.82349709373438
12,0.2392528076525342,88.36806646406936,38.076813284191225,32.93203383048565
13,0.7528064420950755,64.29807763551445,26.768298786548083,0.7056333660312983
14,0.9754743419406567,64.38313612074522,37.33545166254902,0.9558063576701725
15,0.899432637605216,64.66341636207882,34.28030884360201,1.126150260107427
16,0.8426106204845965,64.38729740349021,38.66343097802475,1.097451560558231
17,0.5882002342408548,64.7952293664195,44.46343503999183,1.4479697436937164
18,0.6724368499592213,64.77785346879591,33.99271992973725,1.6560769371473336
19,0.4914832759468093,64.97903551863702,35.31893280935077,1.6396193553878342
20,0.3950244274334985,65.08191862540501,45.30532137641481,1.842459751607533
21,0.7039919543187704,65.09777618129992,47.05160889679368,1.8995637200781301
22,0.09267100984849608,64.93704843953981,44.34222222826312,1.9114463672679363
23,0.6782829802571215,65.06887118188332,44.10635671727778,1.8677597872340175
24,0.9215733749394467,65.15630931269172,33.11369853745872,2.012983790689178
25,0.5061825970444126,65.10611631651753,29.06491149050337,2.5065119397968734
26,0.21320696025934782,65.38844437223005,30.213929787628594,2.7324549496664905
27,0.17211501039132804,65.66797270669771,31.54728523083961,3.2040306782298953
28,0.9502688458338928,65.85987391871576,37.72658838353911,3.058553910371248
29,0.9960290486190341,65.98420439502965,29.443530896991902,3.407591874442416
30,0.9971458394741115,66.2762870185881,38.063347723381035,3.4440751889969876
31,0.40871374353330325,66.15558382220712,37.497166335163485,3.6036472733489244
32,0.5296541399592783,66.12322468959339,31.35780674477613,3.681364205580306
33,0.9290171456967068,66.36144274107211,45.664839514111286,3.684104398585514
34,0.7810145278439578,66.45584034461619,34.579257964039016,4.092868640190314
35,0.37901280464069587,66.95179343041879,27.429279287583242,4.4848615033677675
36,0.9373495336968387,66.98912494828303,38.78877826056592,4.51349530372842
37,0.15314392372140406,66.84886080764184,47.74345288176311,4.537024861507973
38,0.5541067981143138,67.18982667055816,48.68152414719134,4.570120638998208
39,0.2728738830473616,67.3143007289398,25.77003719024256,4.790788239192856
40,0.23707270884232023,67.41943041509333,25.603666144223997,5.04677266253409
41,0.8437535696546362,67.6645493725786,22.996496832479412,5.546100031640704
42,0.9363518314367787,67.53781421086006,38.934149038984685,5.751852238408797
43,0.369516941348059,67.90928419466107,35.57828153185359,5.710957284670441
