step,risk,HR,HRV,EDA
2,0.5934508483550216,82.20773538478812,49.43359988843997,26.568952196769327
3,0.5193124576924698,82.28253888537182,42.503237362043116,26.69053420291595
4,0.5452117168437642,82.40937005916882,34.20185166419988,26.87277052212947
5,0.2306425381238031,82.47360385718473,40.82198578593043,26.969094342108978
6,0.002902659916504624,82.51025637080348,42.4615605088395,27.08247767788678
7,0.2584334226728079,82.79150069695567,25.892137061910464,27.375029850914586
8,0.1350869050765906,82.81974884970387,50.16036107386358,27.383628066301725
9,0.15119364016911185,82.76323507585148,47.762165864291575,27.39408534798152
10,0.4653339643697344,82.99952864479877,22.362961856486486,27.694191837222995
11,0.6984720508116329,83.1618521932914,29.507722945284385,27.957793575669523
12,0.3501984260165989,83.19124470950685,43.11239195547006,28.08469880961359
13,0.5576038810659851,67.76349796712122,32.52869847755126,0.6546594482114125
14,0.2708349941653946,67.85728772278706,37.46556558155565,0.7707989271065008
15,0.7961973477406628,67.9611827742078,36.33100153102476,0.935418076149773
16,0.245211375036812,68.06863085060874,43.49541154142489,0.9788431368986312
17,0.3800938533437641,68.14675116231194,52.32465967781464,0.9789667409643696
18,0.5000202754227858,68.23690571343217,40.69716451140413,1.057496585706644
19,0.34947113999988655,68.33392624229569,47.9108589218352,1.092963481397669
20,0.7787797285470422,68.2371092923348,42.43426899625633,1.1568096742226175
21,0.1325720577791516,68.31993281514151,37.95555173859552,1.3235903268760731
22,0.166504682250049,68.56417529694525,30.96363128459463,1.525535521895156
23,0.1117302665177915,68.59594151368337,41.63409830710471,1.6662149125551688
24,0.1690513824327372,68.70720120826341,32.65737592712018,1.8303757185063252
25,0.6644148529119224,68.65260879391163,43.608831584760395,1.9404049417294242
26,0.16720277239758918,68.779256299373,29.583942907098734,2.217967519401887
27,0.21643244310867116,68.84531023644813,45.155430824215486,2.300613227480397
28,0.868669193926983,68.83650600083287,42.22202507437322,2.4042599318951
29,0.3664792148786913,68.93213042956224,36.26596066327083,2.5754024762535863
30,0.6392463851088598,68.99784802765451,43.49160633046786,2.664277878570809
31,0.6228567029918762,69.18304855525209,31.793773320244718,2.928964082622099
32,0.8548510653262842,69.13751791960496,48.017804994169566,2.971375668682034
33,0.12933589703051607,69.22793687265238,45.618397388541254,3.028917140848194
34,0.9970137929695954,69.3066408571921,42.9959665902498,3.113569188987978
35,0.13984197686375888,69.34889302588147,42.825489146009176,3.1746506599538447
36,0.14729532064087014,69.53505175327653,30.181242688247032,3.3420692700105783
37,0.2096963626581816,69.60166611554119,45.22203406642213,3.3977887439947696
38,0.13730203305626765,69.56757436587277,50.69890822642848,3.4680369875649957
39,0.5475777332309605,69.78524584494062,26.670330659066536,3.7563068519261242
40,0.013560691441664052,69.8272996260633,41.85385323735446,3.8367855241536444
41,0.34835165762939757,69.87801893881517,34.27928897388543,4.004664386251582
42,0.5692842333471908,69.92940814546863,31.991516222361835,4.199861021534269
43,0.2628741458817858,70.11922220273182,28.413511369928823,4.444796979973448
44,0.3196479315486308,70.12311848588352,48.97282020577532,4.50261309057449
45,0.8344488728871713,70.33579035819184,24.137025606771743,4.81254945632895
46,0.5008851942214484,70.39234875569052,49.10808741829142,4.879622393211274
47,0.7414965979208515,70.52615104903907,48.473603129072984,4.902543585507507
48,0.3823733929636952,70.5864729088274,45.303335195518805,4.973232650847445
49,0.42656599548737406,70.66535582150298,48.46212021333421,5.033597080148278
50,0.7689561025783114,70.82608761965759,36.42279079191521,5.187255172362489
51,0.450952966400222,70.74675565631708,51.03502914377712,5.225764822113498
52,0.6940788531114636,70.88456589079844,39.63919285433127,5.368550241395134
53,0.5086074177528245,70.92850618154478,32.672757716711125,5.54669772466393
54,0.9942886213522096,70.9830905525733,42.988340480853054,5.606691812153444
55,0.5038348493219892,71.08736412653775,41.904003358835595,5.71803659405118
56,0.2898486276909735,71.34021972519308,29.191373725556776,5.976922687589695
57,0.08297239813742996,71.46781487275457,38.9529596949428,6.135109119985221
58,0.7089101430701847,71.62781389596078,30.238545774508705,6.378517508725528
59,0.00812579409510017,71.69398214910746,38.822618004498345,6.51055219456208
60,0.3683749235744035,71.85656715742441,37.48944308322492,6.657248237460543
61,0.23371684578620233,72.04439770760716,28.075613413707543,6.884824330823249
62,0.7382760903385999,72.09992633424609,39.94844554137342,7.047214754354417
63,0.3928792829973675,72.2105073127366,35.93522055038029,7.271148409977739
64,0.7153178835125936,72.27719941775325,34.875038601600615,7.418550481905473
65,0.09848139437212156,72.4922996711855,26.208816791178766,7.7194634000675055
66,0.04329864929236704,72.59936907507742,39.370951944250734,7.863292704010063
67,0.7199977460839468,72.63012746654894,42.33801432767307,8.000221434905407
68,0.48482053651434287,72.68274559259702,50.05467270429529,8.053101821038837
69,0.8720715821631775,72.76966506251017,30.90477874990997,8.259219783555432
70,0.4487126066736109,72.7303217605144,53.02621719719461,8.256579113254814
71,0.5263369162182134,72.82546080216356,40.57056939401921,8.365577365966997
72,0.28637280947405364,72.80774832644492,43.928252661289086,8.420457403782242
73,0.03477711826351226,72.89378687627332,33.710553947135956,8.61990670292221
74,0.7483893888487909,72.90693571048878,40.339746962314265,8.748632316391296
75,0.09195971298171701,72.95357231540976,32.4214850036966,8.964316194495112
76,0.13044996819107657,73.02861363953306,48.136126987886065,8.983889604401812
77,0.11123368267850375,72.9991828775371,46.77050670940031,9.015588955727308
78,0.8828169706221312,73.15781018986677,30.224030599497073,9.244921201202448
79,0.44224227242434466,73.21925231297372,35.77434320867831,9.373491475358055
80,0.12506628701018407,73.40819445954949,27.331583739391363,9.619024588903642
81,0.921894593776577,73.5184161742139,39.6432500018922,9.743809073556626
82,0.2725209647056934,73.61845583152578,35.71284985360878,9.934675676219687
83,0.5265153719902107,73.65377614951502,42.04695206261602,10.022771476690231
84,0.3752321806146034,73.59593038934362,47.97945188245083,10.065482956656936
85,0.04388850828249935,73.67005652130769,33.600741441351296,10.310851754623387
86,0.48090059555542153,73.67287360178192,46.69871236920653,10.308058912545954
87,0.5011713706792362,73.72133081202496,46.410689221088575,10.330325337214605
88,0.4827971348749922,73.76979680064379,48.143453175746906,10.361388633241244
89,0.29354792883887393,73.98952183741692,29.94278877141093,10.580211519393208
90,0.5868647647572504,74.03420579831042,39.64953529605262,10.715225854147905
91,0.11665928467056408,73.9924056983232,47.899818185812684,10.73258909688054
92,0.4058275816948732,74.13057082454569,25.13702211537692,11.0220091114434
93,0.02323550784069983,74.16826753769827,45.11009615481592,11.072167930646687
94,0.6242727451443697,74.32717437372867,37.421113434143045,11.247777430531634
95,0.33265376037644256,74.3348248541495,38.174873418438196,11.344408159970264
96,0.5895837894380082,74.3483468802839,50.054889418230054,11.3447165888483
97,0.30477907944594507,74.42872919937503,37.87695670391995,11.511122949418182
98,0.2540812383581039,74.52058731004146,39.061102494659615,11.695107182128101
99,0.3048690339160184,74.57044907622863,40.32418963960407,11.813224273273262
100,0.9706402819001153,74.68146916557293,41.39494826653451,11.872678085813547
101,0.5029864071400888,74.74638795653098,34.37154437693677,12.045018462928754
102,0.829609039600246,74.71131517636701,44.18587940707875,12.090252851458196
103,0.7407390951849805,74.82927933460967,38.8348926954539,12.228373185763646
104,0.6478563920556385,74.91921490331076,52.373851207657395,12.249663720086312
105,0.7560768830678251,75.065852173544,37.57128473235889,12.429664928933633
106,0.3471358058997307,75.10279978836627,40.251846012022064,12.557922033369133
107,0.5004151112984667,75.21848051737017,37.99820816233366,12.705070474723254
108,0.9514137969439951,75.31900058864245,39.18897534590202,12.798785376400007
109,0.5529529607082908,75.3013463550298,45.25855901024611,12.882280273392889
110,0.1885846225510205,75.47308644712865,43.81488722694082,12.963436798262926
111,0.7674825129272246,75.75936002372484,28.37072983480754,13.284598701988605
